hotel_name,date,ADR,ADR_Competition,Occupancy_%,Occupancy_Competition_%,Rooms_Available,Rooms_Sold,Justification
Premier Inn Al Furjan,18/05/2025,264.48,285.98,76.6,73.6,304,233,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,19/05/2025,290.87,297.25,78.1,74.4,304,237,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,20/05/2025,284.04,283.6,74.2,73.2,304,226,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,21/05/2025,270.26,285.32,76.9,73.0,304,234,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,22/05/2025,255.65,280.01,84.5,80.4,304,257,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,23/05/2025,257.28,279.13,73.6,74.2,304,224,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,24/05/2025,256.86,272.34,77.6,76.4,304,236,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,25/05/2025,259.89,272.38,77.0,72.9,304,234,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,26/05/2025,295.28,298.48,77.7,73.1,304,236,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,27/05/2025,240.21,273.03,81.1,73.9,304,247,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Strong conversion resulting from effective pricing and channel strategy.
Premier Inn Al Furjan,28/05/2025,267.8,284.64,72.8,69.8,304,221,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,29/05/2025,291.47,294.58,70.9,72.2,304,216,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,30/05/2025,275.82,289.06,74.7,76.6,304,227,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,31/05/2025,274.81,296.91,80.9,78.3,304,246,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,01/06/2025,228.32,244.04,58.1,58.9,304,177,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,02/06/2025,233.87,244.24,57.2,55.0,304,174,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,03/06/2025,226.26,237.04,63.6,61.2,304,193,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,04/06/2025,227.14,243.74,63.0,60.7,304,192,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,05/06/2025,217.54,238.99,55.1,53.7,304,168,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,06/06/2025,256.79,255.05,66.5,64.1,304,202,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,07/06/2025,252.08,250.35,63.2,61.8,304,192,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,08/06/2025,223.97,232.88,53.9,53.9,304,164,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,09/06/2025,227.99,246.76,58.5,56.0,304,178,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,10/06/2025,224.71,242.8,64.3,58.6,304,195,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Strong conversion resulting from effective pricing and channel strategy.
Premier Inn Al Furjan,11/06/2025,254.04,251.99,59.7,59.5,304,181,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,12/06/2025,207.09,226.06,55.4,57.4,304,168,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,13/06/2025,210.09,246.88,67.0,63.1,304,204,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,14/06/2025,256.53,264.27,57.7,60.7,304,175,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,15/06/2025,204.58,230.76,57.7,56.4,304,175,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,16/06/2025,228.39,236.2,58.5,58.0,304,178,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,17/06/2025,224.49,251.96,61.1,59.5,304,186,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,18/06/2025,239.81,241.2,58.9,60.6,304,179,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,19/06/2025,233.6,242.31,59.4,57.9,304,181,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,20/06/2025,268.73,257.99,58.5,59.3,304,178,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,21/06/2025,243.95,248.87,60.0,59.1,304,182,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,22/06/2025,218.34,239.07,55.5,55.1,304,169,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,23/06/2025,238.71,251.61,63.7,60.0,304,194,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,24/06/2025,226.48,245.62,59.8,59.6,304,182,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,25/06/2025,209.77,240.02,61.9,60.7,304,188,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,26/06/2025,220.1,245.04,59.7,59.5,304,181,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,27/06/2025,253.26,254.82,65.2,65.2,304,198,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,28/06/2025,266.49,242.34,67.4,67.6,304,205,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Premier Inn Al Furjan,29/06/2025,224.97,238.24,60.2,57.2,304,183,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,30/06/2025,223.76,245.67,60.6,57.4,304,184,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,01/07/2025,262.21,255.46,59.4,60.3,304,181,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,02/07/2025,212.33,220.07,59.3,58.5,304,180,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,03/07/2025,215.78,244.18,62.7,59.8,304,191,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,04/07/2025,260.52,261.22,64.0,64.7,304,195,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,05/07/2025,243.84,255.45,66.1,63.5,304,201,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,06/07/2025,261.91,248.52,63.0,63.7,304,192,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,07/07/2025,218.31,215.76,55.7,57.2,304,169,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,08/07/2025,223.49,240.92,58.2,59.9,304,177,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,09/07/2025,228.21,235.96,61.6,60.0,304,187,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,10/07/2025,214.54,238.1,59.1,57.3,304,180,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,11/07/2025,226.71,267.47,62.5,62.6,304,190,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,12/07/2025,242.97,243.37,65.5,64.6,304,199,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,13/07/2025,232.08,250.62,62.3,57.5,304,189,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,14/07/2025,238.88,242.09,55.5,58.5,304,169,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,15/07/2025,210.87,228.94,63.6,61.0,304,193,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,16/07/2025,225.7,250.6,62.0,62.3,304,188,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,17/07/2025,233.08,245.48,61.2,58.1,304,186,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,18/07/2025,221.26,250.71,64.3,63.2,304,195,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,19/07/2025,277.53,282.09,60.4,62.1,304,184,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,20/07/2025,206.88,230.19,62.8,58.8,304,191,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,21/07/2025,242.45,252.17,58.8,57.7,304,179,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,22/07/2025,248.8,240.18,57.4,58.1,304,174,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,23/07/2025,214.15,227.76,59.4,60.5,304,181,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,24/07/2025,236.03,238.5,56.9,55.0,304,173,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,25/07/2025,234.61,252.11,62.1,60.3,304,189,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,26/07/2025,272.12,275.12,63.2,61.0,304,192,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,27/07/2025,246.23,241.7,54.8,60.4,304,167,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Softer pickup due to competitive pressure or demand compression.
Premier Inn Al Furjan,28/07/2025,236.02,236.68,57.1,58.9,304,174,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,29/07/2025,204.62,239.4,64.3,58.3,304,195,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Strong conversion resulting from effective pricing and channel strategy.
Premier Inn Al Furjan,30/07/2025,264.82,249.95,61.5,60.6,304,187,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,31/07/2025,250.47,258.52,60.3,58.1,304,183,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,01/08/2025,247.66,267.45,62.7,61.4,304,191,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,02/08/2025,260.03,262.68,63.1,59.6,304,192,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,03/08/2025,224.26,239.4,61.8,56.4,304,188,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Strong conversion resulting from effective pricing and channel strategy.
Premier Inn Al Furjan,04/08/2025,223.12,245.88,63.3,60.5,304,192,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,05/08/2025,240.8,242.74,55.8,56.6,304,170,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,06/08/2025,202.75,229.4,67.6,62.7,304,206,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,07/08/2025,252.72,244.62,57.2,58.1,304,174,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,08/08/2025,242.34,256.79,65.7,62.6,304,200,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,09/08/2025,253.81,257.52,66.8,65.8,304,203,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,10/08/2025,209.17,237.06,60.3,58.8,304,183,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,11/08/2025,232.38,244.81,62.8,64.5,304,191,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,12/08/2025,221.94,229.61,58.6,57.6,304,178,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,13/08/2025,252.0,248.47,53.9,55.0,304,164,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,14/08/2025,244.51,247.34,65.6,63.6,304,199,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,15/08/2025,231.79,255.99,62.1,61.8,304,189,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,16/08/2025,251.76,261.48,59.6,59.8,304,181,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,17/08/2025,242.54,250.66,61.0,59.8,304,185,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,18/08/2025,246.38,256.16,56.6,57.6,304,172,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,19/08/2025,203.75,246.08,60.2,58.1,304,183,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,20/08/2025,211.68,234.26,62.3,60.4,304,189,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,21/08/2025,236.52,245.02,61.4,58.7,304,187,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,22/08/2025,225.8,257.45,70.1,67.3,304,213,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,23/08/2025,223.58,251.97,65.8,64.2,304,200,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,24/08/2025,238.62,255.84,59.0,56.5,304,179,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,25/08/2025,240.66,251.1,60.6,60.1,304,184,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,26/08/2025,248.07,246.04,59.5,60.0,304,181,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,27/08/2025,211.47,254.25,62.7,63.3,304,191,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,28/08/2025,227.27,239.75,60.7,58.2,304,185,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,29/08/2025,239.25,248.43,62.8,61.7,304,191,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,30/08/2025,244.47,256.08,61.5,61.8,304,187,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,31/08/2025,245.79,246.48,55.7,57.1,304,169,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,01/09/2025,277.69,292.8,75.5,76.6,304,230,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,02/09/2025,251.31,272.17,73.0,71.8,304,222,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,03/09/2025,278.39,282.04,73.8,73.2,304,224,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,04/09/2025,277.28,288.91,75.9,74.0,304,231,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,05/09/2025,300.61,294.73,75.8,79.3,304,230,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,06/09/2025,275.55,303.65,89.5,82.2,304,272,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Strong conversion resulting from effective pricing and channel strategy.
Premier Inn Al Furjan,07/09/2025,271.42,280.8,70.4,68.9,304,214,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,08/09/2025,257.21,279.95,73.8,70.8,304,224,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,09/09/2025,281.83,296.3,75.8,71.5,304,230,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,10/09/2025,236.69,281.14,75.9,75.5,304,231,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,11/09/2025,275.71,296.16,80.4,75.9,304,244,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,12/09/2025,268.28,291.07,85.0,79.8,304,258,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Strong conversion resulting from effective pricing and channel strategy.
Premier Inn Al Furjan,13/09/2025,272.47,296.07,81.8,81.6,304,249,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,14/09/2025,252.11,288.98,80.0,80.7,304,243,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,15/09/2025,270.19,284.9,77.6,79.8,304,236,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,16/09/2025,301.11,304.81,73.3,75.3,304,223,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,17/09/2025,267.41,292.63,77.3,77.9,304,235,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,18/09/2025,264.44,286.73,74.1,71.2,304,225,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,19/09/2025,310.17,306.96,76.5,74.3,304,233,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,20/09/2025,301.25,324.83,87.0,86.1,304,264,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,21/09/2025,257.89,275.9,76.5,77.2,304,233,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,22/09/2025,276.83,282.58,75.8,74.1,304,230,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,23/09/2025,282.28,289.82,73.8,72.8,304,224,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,24/09/2025,283.81,279.78,74.4,72.2,304,226,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,25/09/2025,274.37,285.78,71.1,72.6,304,216,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,26/09/2025,256.95,286.38,81.5,79.0,304,248,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,27/09/2025,288.86,311.37,75.3,77.2,304,229,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,28/09/2025,297.57,291.97,79.1,77.9,304,240,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,29/09/2025,303.59,293.36,75.9,75.1,304,231,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,30/09/2025,251.41,285.08,74.2,72.1,304,226,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,01/10/2025,301.75,288.39,76.1,74.3,304,231,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,02/10/2025,265.49,284.12,69.7,70.2,304,212,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,03/10/2025,291.82,307.06,84.5,83.0,304,257,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Premier Inn Al Furjan,04/10/2025,316.27,299.1,81.4,79.7,304,247,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Premier Inn Al Furjan,05/10/2025,280.32,284.45,77.6,76.9,304,236,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
